service_id,active_days_per_week,start_date,end_date,exception_count,service_stability_level
2354,4,2025-04-04,2025-12-13,67,Unstable
2357,2,2025-04-04,2025-12-13,11,Unstable
2359,5,2025-04-04,2025-12-13,22,Unstable
2361,5,2025-04-04,2025-12-13,19,Unstable
2362,5,2025-04-04,2025-12-13,44,Unstable
2364,6,2025-04-04,2025-12-13,95,Unstable
2365,5,2025-04-04,2025-12-13,82,Unstable
2366,5,2025-04-04,2025-12-13,79,Unstable
2367,6,2025-04-04,2025-12-13,96,Unstable
2368,7,2025-04-04,2025-12-13,107,Unstable
237,4,2025-04-04,2025-12-13,48,Unstable
2370,7,2025-04-04,2025-12-13,113,Unstable
2371,2,2025-04-04,2025-12-13,36,Unstable
2372,5,2025-04-04,2025-12-13,85,Unstable
2374,5,2025-04-04,2025-12-13,12,Limited
2375,2,2025-04-04,2025-12-13,37,Unstable
2376,5,2025-04-04,2025-12-13,8,Limited
2384,2,2025-04-04,2025-12-13,36,Unstable
2389,5,2025-04-04,2025-12-13,57,Unstable
2392,6,2025-04-04,2025-12-13,65,Unstable
2393,6,2025-04-04,2025-12-13,66,Unstable
2394,7,2025-04-04,2025-12-13,72,Unstable
2395,7,2025-04-04,2025-12-13,23,Unstable
2397,7,2025-04-04,2025-12-13,74,Unstable
2398,7,2025-04-04,2025-12-13,78,Unstable
2399,2,2025-04-04,2025-12-13,26,Unstable
24,5,2025-04-04,2025-12-13,7,Limited
2401,5,2025-04-04,2025-12-13,11,Limited
2402,2,2025-04-04,2025-12-13,27,Unstable
2403,2,2025-04-04,2025-12-13,26,Unstable
2407,6,2025-04-04,2025-12-13,78,Unstable
2411,4,2025-04-04,2025-12-13,56,Unstable
2414,4,2025-04-04,2025-12-13,57,Unstable
2415,5,2025-04-04,2025-12-13,8,Limited
2416,6,2025-04-04,2025-12-13,9,Limited
2419,6,2025-04-04,2025-12-13,17,Limited
242,2,2025-04-04,2025-12-13,25,Unstable
2420,6,2025-04-04,2025-12-13,11,Limited
2421,7,2025-04-04,2025-12-13,2,Stable
2422,2,2025-04-04,2025-12-13,6,Limited
2423,5,2025-04-04,2025-12-13,10,Limited
2424,2,2025-04-04,2025-12-13,7,Limited
2425,5,2025-04-04,2025-12-13,11,Limited
2426,2,2025-04-04,2025-12-13,5,Limited
2427,6,2025-04-04,2025-12-13,8,Stable
2428,5,2025-04-04,2025-12-13,69,Unstable
243,2,2025-04-04,2025-12-13,23,Unstable
2430,5,2025-04-04,2025-12-13,66,Unstable
2431,7,2025-04-04,2025-12-13,87,Unstable
2433,7,2025-04-04,2025-12-13,84,Unstable
2434,5,2025-04-04,2025-12-13,77,Unstable
2435,2,2025-04-04,2025-12-13,40,Unstable
2436,5,2025-04-04,2025-12-13,67,Unstable
2437,2,2025-04-04,2025-12-13,31,Unstable
2438,5,2025-04-04,2025-12-13,68,Unstable
2439,5,2025-04-04,2025-12-13,65,Unstable
2440,5,2025-04-04,2025-12-13,7,Limited
2441,7,2025-04-04,2025-12-13,5,Stable
2442,5,2025-04-04,2025-12-13,10,Limited
2444,5,2025-04-04,2025-12-13,77,Unstable
245,2,2025-04-04,2025-12-13,9,Limited
2452,5,2025-04-04,2025-12-13,41,Unstable
2454,5,2025-04-04,2025-12-13,75,Unstable
2458,5,2025-04-04,2025-12-13,68,Unstable
2460,5,2025-04-04,2025-12-13,24,Unstable
2461,5,2025-04-04,2025-12-13,16,Limited
2463,2,2025-04-04,2025-12-13,12,Unstable
2465,5,2025-04-04,2025-12-13,51,Unstable
2467,5,2025-04-04,2025-12-13,44,Unstable
2468,5,2025-04-04,2025-12-13,21,Unstable
2470,2,2025-04-04,2025-12-13,10,Limited
2472,2,2025-04-04,2025-12-13,10,Limited
2474,5,2025-04-04,2025-12-13,13,Limited
2475,2,2025-04-04,2025-12-13,30,Unstable
2476,2,2025-04-04,2025-12-13,5,Limited
2477,5,2025-04-04,2025-12-13,5,Stable
2479,5,2025-04-04,2025-12-13,43,Unstable
248,4,2025-04-04,2025-12-13,45,Unstable
2481,7,2025-04-04,2025-12-13,49,Unstable
2482,5,2025-04-04,2025-12-13,65,Unstable
2483,5,2025-04-04,2025-12-13,60,Unstable
2484,2,2025-04-04,2025-12-13,20,Unstable
2486,5,2025-04-04,2025-12-13,64,Unstable
2487,5,2025-04-04,2025-12-13,17,Unstable
2492,4,2025-04-04,2025-12-13,48,Unstable
2493,2,2025-04-04,2025-12-13,19,Unstable
2494,6,2025-04-04,2025-12-13,4,Stable
2497,6,2025-04-04,2025-12-13,7,Stable
2498,6,2025-04-04,2025-12-13,18,Limited
2499,6,2025-04-04,2025-12-13,20,Unstable
25,7,2025-04-04,2025-12-13,0,Stable
2500,6,2025-04-04,2025-12-13,21,Unstable
2502,6,2025-04-04,2025-12-13,18,Limited
2503,2,2025-04-04,2025-12-13,11,Unstable
2508,5,2025-04-04,2025-12-13,10,Limited
2509,2,2025-04-04,2025-12-13,5,Limited
2512,2,2025-04-04,2025-12-13,12,Unstable
2513,2,2025-04-04,2025-12-13,1,Limited
2514,5,2025-04-04,2025-12-13,52,Unstable
2518,5,2025-04-04,2025-12-13,9,Limited
252,5,2025-04-04,2025-12-13,77,Unstable
2520,6,2025-04-04,2025-12-13,63,Unstable
2522,2,2025-04-04,2025-12-13,14,Unstable
2523,5,2025-04-04,2025-12-13,25,Unstable
2527,5,2025-04-04,2025-12-13,51,Unstable
2528,5,2025-04-04,2025-12-13,27,Unstable
2529,7,2025-04-04,2025-12-13,33,Unstable
2532,2,2025-04-04,2025-12-13,34,Unstable
2533,2,2025-04-04,2025-12-13,6,Limited
2534,7,2025-04-04,2025-12-13,58,Unstable
2535,7,2025-04-04,2025-12-13,62,Unstable
2536,7,2025-04-04,2025-12-13,60,Unstable
2537,7,2025-04-04,2025-12-13,60,Unstable
2538,5,2025-04-04,2025-12-13,9,Limited
254,5,2025-04-04,2025-12-13,60,Unstable
2540,5,2025-04-04,2025-12-13,12,Limited
2545,5,2025-04-04,2025-12-13,16,Limited
2546,7,2025-04-04,2025-12-13,8,Stable
2547,7,2025-04-04,2025-12-13,3,Stable
2548,4,2025-04-04,2025-12-13,8,Limited
255,4,2025-04-04,2025-12-13,4,Stable
2550,5,2025-04-04,2025-12-13,51,Unstable
2553,2,2025-04-04,2025-12-13,69,Unstable
2555,2,2025-04-04,2025-12-13,11,Unstable
2560,3,2025-04-04,2025-12-13,39,Unstable
2561,2,2025-04-04,2025-12-13,28,Unstable
2564,6,2025-04-04,2025-12-13,80,Unstable
2566,5,2025-04-04,2025-12-13,57,Unstable
2567,7,2025-04-04,2025-12-13,92,Unstable
257,4,2025-04-04,2025-12-13,49,Unstable
2570,2,2025-04-04,2025-12-13,26,Unstable
2571,5,2025-04-04,2025-12-13,67,Unstable
2572,5,2025-04-04,2025-12-13,56,Unstable
2574,5,2025-04-04,2025-12-13,18,Unstable
2576,2,2025-04-04,2025-12-13,27,Unstable
258,5,2025-04-04,2025-12-13,23,Unstable
2584,2,2025-04-04,2025-12-13,22,Unstable
2598,3,2025-04-04,2025-12-13,31,Unstable
2599,4,2025-04-04,2025-12-13,41,Unstable
26,5,2025-04-04,2025-12-13,58,Unstable
260,5,2025-04-04,2025-12-13,75,Unstable
2607,3,2025-04-04,2025-12-13,30,Unstable
2608,4,2025-04-04,2025-12-13,42,Unstable
2615,2,2025-04-04,2025-12-13,21,Unstable
2619,2,2025-04-04,2025-12-13,33,Unstable
262,5,2025-04-04,2025-12-13,61,Unstable
2620,6,2025-04-04,2025-12-13,52,Unstable
2621,7,2025-04-04,2025-12-13,43,Unstable
2622,2,2025-04-04,2025-12-13,20,Unstable
2623,7,2025-04-04,2025-12-13,101,Unstable
2624,6,2025-04-04,2025-12-13,90,Unstable
2625,2,2025-04-04,2025-12-13,22,Unstable
2643,5,2025-04-04,2025-12-13,64,Unstable
2647,3,2025-04-04,2025-12-13,35,Unstable
2648,5,2025-04-04,2025-12-13,44,Unstable
2652,2,2025-04-04,2025-12-13,32,Unstable
2657,5,2025-04-04,2025-12-13,72,Unstable
266,5,2025-04-04,2025-12-13,8,Limited
2668,7,2025-04-04,2025-12-13,23,Unstable
2669,2,2025-04-04,2025-12-13,12,Unstable
2671,5,2025-04-04,2025-12-13,21,Unstable
2673,6,2025-04-04,2025-12-13,25,Unstable
2674,6,2025-04-04,2025-12-13,19,Unstable
2676,5,2025-04-04,2025-12-13,60,Unstable
2678,2,2025-04-04,2025-12-13,60,Unstable
2679,2,2025-04-04,2025-12-13,7,Limited
268,5,2025-04-04,2025-12-13,60,Unstable
2680,5,2025-04-04,2025-12-13,7,Limited
2681,6,2025-04-04,2025-12-13,48,Unstable
2682,5,2025-04-04,2025-12-13,53,Unstable
2687,7,2025-04-04,2025-12-13,52,Unstable
2691,5,2025-04-04,2025-12-13,52,Unstable
2692,5,2025-04-04,2025-12-13,37,Unstable
270,2,2025-04-04,2025-12-13,18,Unstable
2701,5,2025-04-04,2025-12-13,36,Unstable
2704,5,2025-04-04,2025-12-13,16,Limited
2707,5,2025-04-04,2025-12-13,63,Unstable
2710,2,2025-04-04,2025-12-13,17,Unstable
2718,2,2025-04-04,2025-12-13,54,Unstable
2722,5,2025-04-04,2025-12-13,25,Unstable
2724,2,2025-04-04,2025-12-13,14,Unstable
2725,6,2025-04-04,2025-12-13,30,Unstable
2734,4,2025-04-04,2025-12-13,16,Unstable
2736,2,2025-04-04,2025-12-13,9,Limited
2737,6,2025-04-04,2025-12-13,7,Stable
2738,5,2025-04-04,2025-12-13,39,Unstable
2739,2,2025-04-04,2025-12-13,39,Unstable
274,3,2025-04-04,2025-12-13,37,Unstable
2741,5,2025-04-04,2025-12-13,3,Stable
2742,6,2025-04-04,2025-12-13,39,Unstable
2743,2,2025-04-04,2025-12-13,2,Limited
2745,4,2025-04-04,2025-12-13,7,Limited
2746,5,2025-04-04,2025-12-13,2,Stable
2747,2,2025-04-04,2025-12-13,3,Limited
2749,4,2025-04-04,2025-12-13,5,Limited
2750,2,2025-04-04,2025-12-13,8,Limited
2751,7,2025-04-04,2025-12-13,18,Limited
2752,6,2025-04-04,2025-12-13,14,Limited
2753,5,2025-04-04,2025-12-13,10,Limited
2754,7,2025-04-04,2025-12-13,12,Limited
2755,7,2025-04-04,2025-12-13,20,Limited
2756,7,2025-04-04,2025-12-13,16,Limited
2757,7,2025-04-04,2025-12-13,3,Stable
2758,7,2025-04-04,2025-12-13,6,Stable
2759,7,2025-04-04,2025-12-13,10,Stable
276,2,2025-04-04,2025-12-13,27,Unstable
2760,7,2025-04-04,2025-12-13,7,Stable
2764,2,2025-04-04,2025-12-13,44,Unstable
2765,6,2025-04-04,2025-12-13,51,Unstable
2767,6,2025-04-04,2025-12-13,21,Unstable
2768,3,2025-04-04,2025-12-13,15,Unstable
277,3,2025-04-04,2025-12-13,86,Unstable
2771,6,2025-04-04,2025-12-13,8,Stable
2773,6,2025-04-04,2025-12-13,9,Limited
2774,4,2025-04-04,2025-12-13,30,Unstable
2775,3,2025-04-04,2025-12-13,30,Unstable
2776,3,2025-04-04,2025-12-13,5,Limited
2777,2,2025-04-04,2025-12-13,27,Unstable
2780,4,2025-04-04,2025-12-13,41,Unstable
2781,6,2025-04-04,2025-12-13,50,Unstable
2783,5,2025-04-04,2025-12-13,57,Unstable
2784,2,2025-04-04,2025-12-13,57,Unstable
2786,4,2025-04-04,2025-12-13,86,Unstable
2787,5,2025-04-04,2025-12-13,84,Unstable
2789,2,2025-04-04,2025-12-13,38,Unstable
279,5,2025-04-04,2025-12-13,66,Unstable
2790,5,2025-04-04,2025-12-13,104,Unstable
2792,6,2025-04-04,2025-12-13,102,Unstable
2793,7,2025-04-04,2025-12-13,120,Unstable
2795,2,2025-04-04,2025-12-13,36,Unstable
28,5,2025-04-04,2025-12-13,76,Unstable
280,2,2025-04-04,2025-12-13,36,Unstable
2810,4,2025-04-04,2025-12-13,64,Unstable
2811,2,2025-04-04,2025-12-13,20,Unstable
2812,5,2025-04-04,2025-12-13,80,Unstable
2814,6,2025-04-04,2025-12-13,31,Unstable
2815,2,2025-04-04,2025-12-13,60,Unstable
2816,2,2025-04-04,2025-12-13,71,Unstable
2817,3,2025-04-04,2025-12-13,26,Unstable
2818,4,2025-04-04,2025-12-13,27,Unstable
2819,6,2025-04-04,2025-12-13,68,Unstable
282,3,2025-04-04,2025-12-13,88,Unstable
2821,3,2025-04-04,2025-12-13,63,Unstable
2822,6,2025-04-04,2025-12-13,73,Unstable
2823,2,2025-04-04,2025-12-13,57,Unstable
2824,7,2025-04-04,2025-12-13,34,Unstable
2825,2,2025-04-04,2025-12-13,23,Unstable
2834,2,2025-04-04,2025-12-13,55,Unstable
2835,2,2025-04-04,2025-12-13,23,Unstable
2836,2,2025-04-04,2025-12-13,52,Unstable
2837,5,2025-04-04,2025-12-13,64,Unstable
2838,5,2025-04-04,2025-12-13,59,Unstable
2850,5,2025-04-04,2025-12-13,66,Unstable
2852,5,2025-04-04,2025-12-13,67,Unstable
2853,6,2025-04-04,2025-12-13,67,Unstable
2854,7,2025-04-04,2025-12-13,65,Unstable
2874,5,2025-04-04,2025-12-13,31,Unstable
288,5,2025-04-04,2025-12-13,34,Unstable
2887,6,2025-04-04,2025-12-13,57,Unstable
289,5,2025-04-04,2025-12-13,43,Unstable
2893,2,2025-04-04,2025-12-13,11,Unstable
2894,5,2025-04-04,2025-12-13,22,Unstable
2910,4,2025-04-04,2025-12-13,51,Unstable
2914,5,2025-04-04,2025-12-13,20,Unstable
2919,2,2025-04-04,2025-12-13,30,Unstable
292,4,2025-04-04,2025-12-13,67,Unstable
2920,6,2025-04-04,2025-12-13,38,Unstable
2921,2,2025-04-04,2025-12-13,18,Unstable
2922,2,2025-04-04,2025-12-13,65,Unstable
2923,2,2025-04-04,2025-12-13,70,Unstable
2924,7,2025-04-04,2025-12-13,11,Limited
2925,7,2025-04-04,2025-12-13,5,Stable
2926,7,2025-04-04,2025-12-13,4,Stable
2927,7,2025-04-04,2025-12-13,42,Unstable
2928,2,2025-04-04,2025-12-13,123,Unstable
293,5,2025-04-04,2025-12-13,53,Unstable
2935,4,2025-04-04,2025-12-13,27,Unstable
2937,4,2025-04-04,2025-12-13,50,Unstable
2940,3,2025-04-04,2025-12-13,39,Unstable
2947,5,2025-04-04,2025-12-13,34,Unstable
2949,5,2025-04-04,2025-12-13,51,Unstable
2950,7,2025-04-04,2025-12-13,64,Unstable
2953,5,2025-04-04,2025-12-13,27,Unstable
2954,6,2025-04-04,2025-12-13,31,Unstable
2955,7,2025-04-04,2025-12-13,34,Unstable
297,5,2025-04-04,2025-12-13,72,Unstable
2974,5,2025-04-04,2025-12-13,12,Limited
2975,7,2025-04-04,2025-12-13,6,Stable
2977,7,2025-04-04,2025-12-13,5,Stable
2979,7,2025-04-04,2025-12-13,1,Stable
2981,5,2025-04-04,2025-12-13,11,Limited
2983,5,2025-04-04,2025-12-13,9,Limited
299,2,2025-04-04,2025-12-13,24,Unstable
2993,4,2025-04-04,2025-12-13,88,Unstable
3,5,2025-04-04,2025-12-13,59,Unstable
3000,2,2025-04-04,2025-12-13,36,Unstable
301,3,2025-04-04,2025-12-13,34,Unstable
3011,2,2025-04-04,2025-12-13,36,Unstable
3013,4,2025-04-04,2025-12-13,82,Unstable
3016,4,2025-04-04,2025-12-13,61,Unstable
3018,4,2025-04-04,2025-12-13,60,Unstable
3019,4,2025-04-04,2025-12-13,58,Unstable
3023,5,2025-04-04,2025-12-13,37,Unstable
3028,5,2025-04-04,2025-12-13,71,Unstable
3038,2,2025-04-04,2025-12-13,25,Unstable
3045,4,2025-04-04,2025-12-13,46,Unstable
3047,2,2025-04-04,2025-12-13,3,Limited
3048,3,2025-04-04,2025-12-13,6,Limited
305,3,2025-04-04,2025-12-13,35,Unstable
3050,5,2025-04-04,2025-12-13,82,Unstable
3055,4,2025-04-04,2025-12-13,6,Limited
3056,5,2025-04-04,2025-12-13,50,Unstable
3057,5,2025-04-04,2025-12-13,39,Unstable
3058,2,2025-04-04,2025-12-13,18,Unstable
3059,2,2025-04-04,2025-12-13,21,Unstable
306,2,2025-04-04,2025-12-13,24,Unstable
3060,3,2025-04-04,2025-12-13,38,Unstable
3062,4,2025-04-04,2025-12-13,47,Unstable
3063,5,2025-04-04,2025-12-13,18,Unstable
3065,4,2025-04-04,2025-12-13,28,Unstable
3067,3,2025-04-04,2025-12-13,5,Limited
3069,2,2025-04-04,2025-12-13,4,Limited
3070,2,2025-04-04,2025-12-13,2,Limited
3073,5,2025-04-04,2025-12-13,40,Unstable
3074,4,2025-04-04,2025-12-13,82,Unstable
3075,2,2025-04-04,2025-12-13,26,Unstable
309,3,2025-04-04,2025-12-13,34,Unstable
313,5,2025-04-04,2025-12-13,85,Unstable
317,5,2025-04-04,2025-12-13,57,Unstable
318,5,2025-04-04,2025-12-13,71,Unstable
319,5,2025-04-04,2025-12-13,79,Unstable
320,4,2025-04-04,2025-12-13,84,Unstable
321,2,2025-04-04,2025-12-13,81,Unstable
33,5,2025-04-04,2025-12-13,9,Limited
330,7,2025-04-04,2025-12-13,120,Unstable
335,5,2025-04-04,2025-12-13,44,Unstable
34,7,2025-04-04,2025-12-13,6,Stable
340,7,2025-04-04,2025-12-13,18,Limited
343,2,2025-04-04,2025-12-13,10,Limited
345,5,2025-04-04,2025-12-13,43,Unstable
348,7,2025-04-04,2025-12-13,57,Unstable
35,2,2025-04-04,2025-12-13,7,Limited
351,2,2025-04-04,2025-12-13,18,Unstable
354,5,2025-04-04,2025-12-13,16,Limited
357,7,2025-04-04,2025-12-13,19,Limited
364,7,2025-04-04,2025-12-13,21,Unstable
370,5,2025-04-04,2025-12-13,18,Unstable
372,5,2025-04-04,2025-12-13,126,Unstable
379,7,2025-04-04,2025-12-13,20,Limited
39,2,2025-04-04,2025-12-13,8,Limited
398,7,2025-04-04,2025-12-13,119,Unstable
4,7,2025-04-04,2025-12-13,52,Unstable
41,4,2025-04-04,2025-12-13,8,Limited
413,5,2025-04-04,2025-12-13,17,Unstable
414,2,2025-04-04,2025-12-13,35,Unstable
415,5,2025-04-04,2025-12-13,86,Unstable
42,2,2025-04-04,2025-12-13,58,Unstable
43,3,2025-04-04,2025-12-13,8,Limited
44,5,2025-04-04,2025-12-13,15,Limited
444,5,2025-04-04,2025-12-13,6,Stable
446,7,2025-04-04,2025-12-13,16,Limited
450,2,2025-04-04,2025-12-13,12,Unstable
452,5,2025-04-04,2025-12-13,10,Limited
455,7,2025-04-04,2025-12-13,6,Stable
456,7,2025-04-04,2025-12-13,11,Limited
459,2,2025-04-04,2025-12-13,35,Unstable
46,6,2025-04-04,2025-12-13,16,Limited
462,5,2025-04-04,2025-12-13,72,Unstable
465,2,2025-04-04,2025-12-13,8,Limited
466,5,2025-04-04,2025-12-13,8,Limited
467,7,2025-04-04,2025-12-13,9,Stable
469,7,2025-04-04,2025-12-13,12,Limited
47,2,2025-04-04,2025-12-13,7,Limited
470,7,2025-04-04,2025-12-13,14,Limited
473,7,2025-04-04,2025-12-13,17,Limited
477,7,2025-04-04,2025-12-13,65,Unstable
480,5,2025-04-04,2025-12-13,14,Limited
484,2,2025-04-04,2025-12-13,22,Unstable
488,5,2025-04-04,2025-12-13,82,Unstable
49,4,2025-04-04,2025-12-13,73,Unstable
494,7,2025-04-04,2025-12-13,34,Unstable
496,7,2025-04-04,2025-12-13,39,Unstable
5,7,2025-04-04,2025-12-13,1,Stable
512,5,2025-04-04,2025-12-13,5,Stable
513,2,2025-04-04,2025-12-13,5,Limited
514,7,2025-04-04,2025-12-13,15,Limited
517,7,2025-04-04,2025-12-13,16,Limited
518,7,2025-04-04,2025-12-13,17,Limited
520,2,2025-04-04,2025-12-13,14,Unstable
521,3,2025-04-04,2025-12-13,86,Unstable
523,5,2025-04-04,2025-12-13,16,Limited
524,7,2025-04-04,2025-12-13,9,Stable
527,7,2025-04-04,2025-12-13,66,Unstable
53,7,2025-04-04,2025-12-13,36,Unstable
531,7,2025-04-04,2025-12-13,16,Limited
534,7,2025-04-04,2025-12-13,16,Limited
536,2,2025-04-04,2025-12-13,11,Unstable
537,5,2025-04-04,2025-12-13,18,Unstable
538,2,2025-04-04,2025-12-13,14,Unstable
539,5,2025-04-04,2025-12-13,18,Unstable
540,2,2025-04-04,2025-12-13,10,Limited
546,5,2025-04-04,2025-12-13,48,Unstable
555,7,2025-04-04,2025-12-13,1,Stable
556,5,2025-04-04,2025-12-13,9,Limited
557,2,2025-04-04,2025-12-13,7,Limited
558,7,2025-04-04,2025-12-13,3,Stable
560,2,2025-04-04,2025-12-13,32,Unstable
564,7,2025-04-04,2025-12-13,69,Unstable
567,7,2025-04-04,2025-12-13,80,Unstable
568,5,2025-04-04,2025-12-13,8,Limited
569,7,2025-04-04,2025-12-13,39,Unstable
570,5,2025-04-04,2025-12-13,10,Limited
571,6,2025-04-04,2025-12-13,102,Unstable
572,7,2025-04-04,2025-12-13,113,Unstable
58,5,2025-04-04,2025-12-13,72,Unstable
581,5,2025-04-04,2025-12-13,8,Limited
583,6,2025-04-04,2025-12-13,8,Stable
584,7,2025-04-04,2025-12-13,48,Unstable
585,7,2025-04-04,2025-12-13,1,Stable
588,2,2025-04-04,2025-12-13,10,Limited
594,5,2025-04-04,2025-12-13,45,Unstable
595,6,2025-04-04,2025-12-13,52,Unstable
599,2,2025-04-04,2025-12-13,10,Limited
6,2,2025-04-04,2025-12-13,7,Limited
600,5,2025-04-04,2025-12-13,10,Limited
601,5,2025-04-04,2025-12-13,42,Unstable
602,2,2025-04-04,2025-12-13,5,Limited
608,5,2025-04-04,2025-12-13,10,Limited
609,7,2025-04-04,2025-12-13,1,Stable
61,5,2025-04-04,2025-12-13,59,Unstable
610,5,2025-04-04,2025-12-13,37,Unstable
611,5,2025-04-04,2025-12-13,53,Unstable
613,7,2025-04-04,2025-12-13,4,Stable
616,4,2025-04-04,2025-12-13,85,Unstable
62,7,2025-04-04,2025-12-13,53,Unstable
621,5,2025-04-04,2025-12-13,10,Limited
622,5,2025-04-04,2025-12-13,9,Limited
624,5,2025-04-04,2025-12-13,13,Limited
625,2,2025-04-04,2025-12-13,10,Limited
628,5,2025-04-04,2025-12-13,11,Limited
630,5,2025-04-04,2025-12-13,65,Unstable
631,2,2025-04-04,2025-12-13,5,Limited
632,7,2025-04-04,2025-12-13,81,Unstable
633,5,2025-04-04,2025-12-13,63,Unstable
634,2,2025-04-04,2025-12-13,6,Limited
635,2,2025-04-04,2025-12-13,28,Unstable
636,7,2025-04-04,2025-12-13,87,Unstable
637,7,2025-04-04,2025-12-13,90,Unstable
639,5,2025-04-04,2025-12-13,68,Unstable
64,5,2025-04-04,2025-12-13,7,Limited
640,7,2025-04-04,2025-12-13,84,Unstable
641,7,2025-04-04,2025-12-13,92,Unstable
642,7,2025-04-04,2025-12-13,6,Stable
649,5,2025-04-04,2025-12-13,16,Limited
65,5,2025-04-04,2025-12-13,7,Limited
651,2,2025-04-04,2025-12-13,13,Unstable
652,5,2025-04-04,2025-12-13,21,Unstable
656,5,2025-04-04,2025-12-13,63,Unstable
657,4,2025-04-04,2025-12-13,47,Unstable
66,2,2025-04-04,2025-12-13,9,Limited
660,5,2025-04-04,2025-12-13,57,Unstable
661,4,2025-04-04,2025-12-13,48,Unstable
664,2,2025-04-04,2025-12-13,57,Unstable
665,6,2025-04-04,2025-12-13,0,Stable
668,4,2025-04-04,2025-12-13,51,Unstable
669,6,2025-04-04,2025-12-13,25,Unstable
67,2,2025-04-04,2025-12-13,59,Unstable
672,6,2025-04-04,2025-12-13,67,Unstable
675,4,2025-04-04,2025-12-13,16,Unstable
677,5,2025-04-04,2025-12-13,16,Limited
678,5,2025-04-04,2025-12-13,60,Unstable
679,4,2025-04-04,2025-12-13,25,Unstable
68,7,2025-04-04,2025-12-13,2,Stable
681,5,2025-04-04,2025-12-13,29,Unstable
685,4,2025-04-04,2025-12-13,49,Unstable
688,5,2025-04-04,2025-12-13,20,Unstable
689,7,2025-04-04,2025-12-13,14,Limited
69,7,2025-04-04,2025-12-13,4,Stable
691,7,2025-04-04,2025-12-13,24,Unstable
692,2,2025-04-04,2025-12-13,7,Limited
693,5,2025-04-04,2025-12-13,7,Limited
695,4,2025-04-04,2025-12-13,19,Unstable
7,2,2025-04-04,2025-12-13,8,Limited
70,2,2025-04-04,2025-12-13,9,Limited
700,6,2025-04-04,2025-12-13,2,Stable
71,6,2025-04-04,2025-12-13,7,Stable
715,5,2025-04-04,2025-12-13,8,Limited
718,5,2025-04-04,2025-12-13,62,Unstable
720,5,2025-04-04,2025-12-13,22,Unstable
726,2,2025-04-04,2025-12-13,9,Limited
727,7,2025-04-04,2025-12-13,10,Stable
729,5,2025-04-04,2025-12-13,66,Unstable
73,2,2025-04-04,2025-12-13,8,Limited
730,5,2025-04-04,2025-12-13,25,Unstable
731,5,2025-04-04,2025-12-13,11,Limited
734,2,2025-04-04,2025-12-13,3,Limited
738,5,2025-04-04,2025-12-13,16,Limited
74,5,2025-04-04,2025-12-13,73,Unstable
741,4,2025-04-04,2025-12-13,22,Unstable
742,5,2025-04-04,2025-12-13,56,Unstable
743,2,2025-04-04,2025-12-13,8,Limited
744,6,2025-04-04,2025-12-13,26,Unstable
748,5,2025-04-04,2025-12-13,17,Unstable
75,2,2025-04-04,2025-12-13,30,Unstable
751,6,2025-04-04,2025-12-13,21,Unstable
753,5,2025-04-04,2025-12-13,13,Limited
754,4,2025-04-04,2025-12-13,47,Unstable
755,2,2025-04-04,2025-12-13,12,Unstable
756,2,2025-04-04,2025-12-13,9,Limited
759,2,2025-04-04,2025-12-13,11,Unstable
761,2,2025-04-04,2025-12-13,21,Unstable
762,6,2025-04-04,2025-12-13,11,Limited
763,6,2025-04-04,2025-12-13,15,Limited
764,7,2025-04-04,2025-12-13,8,Stable
765,2,2025-04-04,2025-12-13,13,Unstable
767,6,2025-04-04,2025-12-13,30,Unstable
769,3,2025-04-04,2025-12-13,36,Unstable
77,2,2025-04-04,2025-12-13,15,Unstable
770,5,2025-04-04,2025-12-13,58,Unstable
771,5,2025-04-04,2025-12-13,58,Unstable
772,2,2025-04-04,2025-12-13,9,Limited
774,2,2025-04-04,2025-12-13,13,Unstable
776,4,2025-04-04,2025-12-13,48,Unstable
777,2,2025-04-04,2025-12-13,11,Unstable
779,7,2025-04-04,2025-12-13,10,Stable
780,2,2025-04-04,2025-12-13,8,Limited
782,3,2025-04-04,2025-12-13,5,Limited
783,5,2025-04-04,2025-12-13,62,Unstable
784,4,2025-04-04,2025-12-13,50,Unstable
789,4,2025-04-04,2025-12-13,24,Unstable
790,2,2025-04-04,2025-12-13,26,Unstable
792,2,2025-04-04,2025-12-13,34,Unstable
795,2,2025-04-04,2025-12-13,24,Unstable
798,2,2025-04-04,2025-12-13,2,Limited
804,5,2025-04-04,2025-12-13,12,Limited
807,7,2025-04-04,2025-12-13,5,Stable
808,4,2025-04-04,2025-12-13,50,Unstable
809,6,2025-04-04,2025-12-13,47,Unstable
810,5,2025-04-04,2025-12-13,10,Limited
811,3,2025-04-04,2025-12-13,34,Unstable
815,7,2025-04-04,2025-12-13,72,Unstable
816,5,2025-04-04,2025-12-13,5,Stable
818,2,2025-04-04,2025-12-13,24,Unstable
827,7,2025-04-04,2025-12-13,49,Unstable
829,7,2025-04-04,2025-12-13,58,Unstable
830,2,2025-04-04,2025-12-13,21,Unstable
852,7,2025-04-04,2025-12-13,9,Stable
853,7,2025-04-04,2025-12-13,7,Stable
854,7,2025-04-04,2025-12-13,11,Limited
856,4,2025-04-04,2025-12-13,86,Unstable
885,2,2025-04-04,2025-12-13,10,Limited
887,5,2025-04-04,2025-12-13,57,Unstable
889,5,2025-04-04,2025-12-13,67,Unstable
892,7,2025-04-04,2025-12-13,77,Unstable
